Date,volume_lag_1,rolling_var_5,day_of_week,volume_lag_10,dist_sma_50,dist_sma_10,volume_change,volume_lag_5,atr_pct,day_of_week_sin,macd_signal,rolling_vol_5,open_close_diff,rolling_var_20,rolling_vol_20,return_lag_1,obv,volume_lag_3,dist_sma_100,bb_width,volume_ratio_5,return_lag_20,month_sin,volume_ratio_10,vma_5,macd,momentum_10,return_lag_3,dist_sma_5,momentum_20,price_diff_pct,return_lag_5,volume_momentum,price_diff,high_low_range,volume_ratio_20,roc_20,rolling_vol_10,momentum_5,roc_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.6357198156629938,-0.45840040312836633,-0.7042222856892014,-0.3865724449834121,-0.04573357450363714,-0.4325685749640974,0.3929930303761051,-0.3646036109437834,0.3219823710776694,0.8306803579255191,-0.1398669900856867,0.4292027577378426,1.359447994143994,-0.506609171643671,0.6277414453160549,-0.6744189080465158,-1.5711853024706657,0.35666690901305326,0.43371077597892327,-0.34746557263728745,-0.14839824366379784,-0.14422600072217473,-1.2431250801804359,-0.5317747675003478,-0.22003185226512767,-0.1933453323725227,-0.187300675798545,-1.5704563836734768,0.18614618818430614,-0.15271638429871492,1.3204016192401202,0.5900885900721056,-0.06089945216490336,0.2205465993322666,0.3382609271296083,-0.13668741517830985,-0.19883499039628086,0.8116293819241424,-0.10718974676147064,-0.234547644677214,32.92262268066406,0.0061093716022524,0.0352599586782737,1,1
2005-10-19,-0.22750128706255993,-0.46546107822606536,0.004791986066498619,1.0469998183595977,0.015101040582761975,-0.0491979304501566,0.19114784291497974,0.627009116272926,0.39627917452650907,1.2067853955740295,-0.15336804085089148,0.2912310784743888,1.8255322570024004,-0.5073869539722846,0.4355133943718823,1.298902865165196,-1.5624374503836342,-0.7898556817569383,0.46822220160877026,-0.40603318256215054,0.42481710439062786,2.0263796347570686,-1.2431250801804359,-0.2261914890026632,-0.4016446497784971,-0.19227051923071137,-0.3148154453449245,-0.28425402760097435,0.6156781309124675,-0.24254879741832713,0.24471451125865515,0.7871968419184927,-0.27775164771701444,0.020551846549395684,0.7233875713836291,0.14509901379530177,-0.6155235408893304,0.35818953964677297,-0.15735392866676806,-0.47984152362971205,32.97272109985352,0.0015205453365222,-0.010495922851753,1,1
2005-10-20,-0.03359619829395803,-0.4635028609749553,0.7138062578221986,-0.1396094100660612,0.017324913019778527,0.14984162898077116,0.18528882111725645,0.36189281051194244,0.4997732173618614,0.15296249796036904,-0.16379626568047795,-0.2715399685655102,-0.13834471497889292,-0.5075993421531612,0.40929877891281524,0.25075576216351514,-1.5525665988631565,-0.6267733457234959,0.46025322802056984,-0.42205954892188274,0.8640514716464994,-0.8560435523121016,-1.2431250801804359,-0.04855645474323829,-0.45560924789063856,-0.19056751734761715,-0.25869397007846257,-0.6800074629784235,0.5311063850692201,-0.19669094548796884,0.031992210806772614,-1.5786225494304922,-0.5221405508440066,-0.02039622108728531,0.9280455144347448,0.26001834732759055,-0.4065067416367799,0.34876576440351154,-0.008520372915853986,0.26705894896933796,32.50728225708008,-0.014216452594468,-0.0899260130569283,0,0
2005-10-21,0.15408794891386673,-0.4642840299935641,1.4228205295778986,1.9563460322705133,-0.1748947940160938,-0.2257134603768965,-0.3090223486294865,-0.7906585494969416,0.5255470997631013,-1.5372381989428163,-0.17434553624689408,-0.1445694325451015,-0.7019816005833749,-0.507471436577606,0.39134132007519634,0.040607980462203576,-1.5604200613207544,-0.21724316751478182,0.3172677874474247,-0.410798253933772,-0.00336291120890398,-0.9370849345087506,-1.2431250801804359,-0.2125576682089282,-0.28131852062452173,-0.20065296889824805,-0.14161836785517515,1.2930012583687343,-0.16197920692793355,-0.18328925503660765,-0.690151605781538,-0.2831747584062573,-0.22962085465566925,-0.16073366943662895,0.08653058674049902,-0.12225975476993492,-0.346142451709713,-0.15929222183715566,-0.04577272975463913,0.07783913134900847,32.292449951171875,-0.0066306784208646,-0.0804727033029097,0,1
2005-10-24,-0.18307334839069897,-0.4690453412451167,-1.4132365574449013,0.91132779733194,-0.26640540686158676,-0.4001739634960297,-0.01188316312526169,-0.6267186762646683,0.546769356804798,-0.6921378504912239,-0.18568321673040736,-0.25546766611292354,-0.4964009772111428,-0.5077349573264367,0.31030193406730294,-0.6800763545568467,-1.568143877775058,-0.022715041044783037,0.24094434401342596,-0.43287986224977015,-0.1763573082006185,-1.3646817394343507,-1.2431250801804359,-0.1078853520691445,-0.15922024293639045,-0.2138991847920074,-0.11903864500867223,0.24502043560040207,-0.5814563741250207,-0.13266646337072188,-0.34347202474028005,-0.6817729348358684,-0.13558514637960636,-0.09251458127716955,0.18226487401146846,-0.19528043326868852,-0.09943729869043103,-0.19682934636769744,-0.015340555824899361,0.23879920112141687,33.896461486816406,0.0484771727548318,-0.0634350113453222,1,2
2005-10-25,-0.20474076766310212,-0.4595665066312217,-0.7042222856892014,-0.35981238353972145,0.31655234842844665,0.9432514230690016,1.6908121742896456,-0.21503506212659793,0.557488000045058,0.8306803579255191,-0.18869554885979242,0.3831556562133094,3.1392527979158005,-0.5073079595428915,0.402583059871188,-0.33268172186504064,-1.5497323817655237,0.16557215531666422,0.6469909795731936,-0.39937433748023704,1.6706791921643573,1.7067330697123875,-1.2431250801804359,1.8101565419797072,0.35326792670551005,-0.18621258061633872,-0.013058569103614035,0.03490599217964188,1.228401923252648,-0.10685853236835711,2.2555471845698296,1.305418099042668,0.3066601463761341,0.4026036623538701,2.4378285035836296,1.561813429368816,0.02030177293889265,0.29056361264394054,0.07078789535975696,0.6646920187985919,32.57887649536133,-0.0396465099277743,-0.0699611492958874,0,0
2005-10-26,1.5814649624666381,-0.4588396861134995,0.004791986066498619,0.6251075000396119,-0.19470725204116907,-0.14660760912279386,-0.9378161254168885,-0.019484046797362528,0.6018338363659286,1.2067853955740295,-0.19330313870383103,1.0020598349265009,-1.7867446356621912,-0.5072424774668195,0.553942838262172,2.1910121397625173,-1.5621317241508266,-0.17267247714432596,0.2767501612155037,-0.39286132107573934,0.22123396905412757,-0.023808685466935067,-1.2431250801804359,0.6109111732840772,0.5261586079887873,-0.19625705142204813,-0.18690887675854484,-0.6856640119796898,-0.4197944110241966,-0.1983783189976874,-1.8333380257011975,0.24990421704627352,0.36048325090030864,-0.39270141444766893,0.7184064149977629,0.3917237273768639,-0.41691282830923315,0.5357302102338244,-0.12471599076226712,-0.32267296864893696,30.13702774047852,-0.077909544868653,-0.030314639368113,0,0
2005-10-27,0.5766684396548437,-0.4133200100757995,0.7138062578221986,0.3617805843615466,-1.1011755554852802,-2.1385785420795154,3.8991951284446906,0.1697932216888205,0.9171002066316877,0.15296249796036904,-0.21148033324151452,2.1340752577869426,-2.810753990491168,-0.5028340480539671,1.0240461884695347,-1.8446595894989763,-1.5957124018075355,-0.19440951614246404,-0.38382332767752547,-0.07341867400680732,3.4477184776209495,-0.7699758249583117,-1.2431250801804359,4.03381458217586,3.0680381555250102,-0.2624872282857489,-0.30868537216628855,-0.33832449069392845,-2.947889762029105,-0.33069515900684043,-3.1706029225137145,0.03827943630581043,2.118073372838986,-0.6987439054023393,2.8753837844800767,4.359766239561508,-1.0628993820736994,1.2543459699111454,-0.4456320510626627,-1.932978707629795,29.99382209777832,-0.0047631428404495,0.061001002634348,0,1
2005-10-28,4.694878814794143,-0.3821744336082656,1.4228205295778986,-0.7829916842491904,-1.1391402993985835,-2.079245306242139,-3.3728320863400603,-0.17023000532566365,1.0757097700573373,-1.5372381989428163,-0.23801799782831837,2.1645475675205677,-0.10963122354499988,-0.4984081743979894,1.023083207188922,-3.2456379594146307,-1.5957124018075355,1.5975354832317783,-0.4315050772244092,0.19600100456580377,-0.7048703030152468,-0.37703102118156717,-1.2431250801804359,0.05020037915681699,3.4674679506372277,-0.31731328906424355,-0.3056811739372195,2.1849690068978846,-2.502318864656659,-0.32344899760068446,-0.25771908444654523,-0.6874701440455346,2.3967452369695086,-0.07301666349307656,2.0182657153314496,0.3806071126754223,-1.0340710845017256,1.2547610598007848,-0.4041344582800252,-1.747966935039131,30.307598114013672,0.0104070135367227,0.110347537997289,1,2
2005-10-31,1.2268226476851694,-0.3733128510499014,-1.4132365574449013,-0.6201583155094065,-1.0119757383408343,-1.668259473347152,-1.7701044555072774,-0.19208134437607421,1.1043901593555159,-0.6921378504912239,-0.26677435746555517,2.280669063937543,-0.06105264682847803,-0.4952061343423408,1.0340775110611666,-0.24715691949816468,-1.5957124018075355,0.5895104421798493,-0.35740044981424157,0.37235424176398707,-1.7476456614777156,0.16033687500394364,-1.2431250801804359,-1.2864028117840147,3.3380167968261363,-0.35171113532049403,-0.2359713639973196,-1.8500624950186704,-1.549702690563306,-0.3109329006264146,0.44482564816069775,-0.33763388891765905,2.3153989877168404,0.051381017701264964,-0.09593718981583259,-1.0479176760596045,-0.9696673675123334,1.28328484483692,-0.33605962027810526,-1.4100715026092805,31.6060791015625,0.0419510348042666,0.0867729058393835,1,2
