Date,Adj Close,Close,High,Low,Open,Volume
2005-01-03,32.666080474853516,42.42375183105469,42.58125305175781,41.94000244140625,42.468753814697266,7628977
2005-01-04,32.443023681640625,42.134063720703125,42.750003814697266,40.781253814697266,42.468753814697266,7618292
2005-01-05,30.634733200073242,39.78562545776367,41.85000228881836,39.431251525878906,41.85000228881836,26921936
2005-01-06,29.85944366455078,38.778751373291016,40.218753814697266,38.53125,39.76874923706055,24126398
2005-01-07,30.307722091674805,39.360939025878906,39.48749923706055,38.65218734741211,38.8125,13164106
2005-01-10,29.365684509277344,38.13750076293945,39.63937759399414,37.91250228881836,39.63937759399414,8872052
2005-01-11,29.274730682373047,38.01937484741211,38.57625198364258,37.6875,38.13750076293945,14369368
2005-01-12,28.41281509399414,36.900001525878906,38.91374969482422,36.29249954223633,38.25,18246807
2005-01-13,29.0538387298584,37.73250198364258,38.75625228881836,36.900001525878906,36.900001525878906,14409439
2005-01-14,28.78529930114746,37.383750915527344,37.83937454223633,36.056251525878906,36.056251525878906,11455394
2005-01-17,29.24224281311035,37.97718811035156,38.46375274658203,36.5625,37.743751525878906,10754203
2005-01-18,29.543258666992188,38.368125915527344,38.75062561035156,37.6875,38.25,14815910
2005-01-19,29.805309295654297,38.708438873291016,39.09375,38.28093719482422,39.09375,7468959
2005-01-20,29.220592498779297,37.94906234741211,38.41875076293945,37.462501525878906,38.25,7813297
2005-01-24,28.05765151977539,36.438751220703125,38.19375228881836,36.22500228881836,38.08124923706055,16598381
2005-01-25,28.443138122558594,36.93937683105469,37.091251373291016,34.33218765258789,36.28125,17937065
2005-01-27,29.22275733947754,37.95187759399414,38.19375228881836,37.125,38.176876068115234,21241990
2005-01-28,30.253591537475586,39.290626525878906,39.62531280517578,37.96875,38.13750076293945,22435376
2005-01-31,30.55026626586914,39.67593765258789,40.05000305175781,38.92499923706055,39.9431266784668,14143145
2005-02-01,30.156131744384766,39.1640625,40.19906234741211,38.939064025878906,39.9375,12211074
2005-02-02,29.720849990844727,38.598751068115234,39.65625,38.39906311035156,39.31875228881836,16294114
2005-02-03,30.07166862487793,39.05437469482422,39.234375,38.36249923706055,38.8125,9595697
2005-02-04,30.454992294311523,39.552188873291016,40.95000076293945,39.09375,40.95000076293945,15067821
2005-02-07,29.816139221191406,38.72249984741211,39.82500076293945,38.587501525878906,39.82500076293945,11237048
2005-02-08,30.021869659423828,38.989688873291016,39.31875228881836,38.48344039916992,39.31875228881836,5623590
2005-02-09,29.95256996154785,38.899688720703125,39.20624923706055,38.76187515258789,39.150001525878906,6628479
2005-02-10,29.662376403808594,38.5228157043457,38.868751525878906,38.27812576293945,38.868751525878906,4201510
2005-02-11,30.112829208374023,39.10781478881836,39.31875228881836,38.47500228881836,38.8125,10216123
