Date,Adj Close,Close,High,Low,Open,Volume
2005-01-03,44.25711441040039,51.773738861083984,52.703250885009766,50.89999771118164,52.703250885009766,506675
2005-01-04,42.22700119018555,49.39883804321289,52.052589416503906,49.264060974121094,50.95112228393555,2267440
2005-01-05,42.22700119018555,49.39883804321289,50.63973617553711,48.199771881103516,49.91471862792969,1338317
2005-01-06,40.72528076171875,47.64206314086914,49.264060974121094,46.87057113647461,49.264060974121094,1976470
2005-01-07,40.220726013183594,47.051822662353516,48.055694580078125,45.55531311035156,45.55531311035156,1145678
2005-01-10,39.83139419555664,46.59636306762695,48.027809143066406,46.28962707519531,46.475528717041016,1176178
2005-01-11,37.79732131958008,44.21681594848633,46.66143035888672,43.1199951171875,46.61030578613281,1645091
2005-01-12,36.86768341064453,43.12929153442383,44.430606842041016,42.65059280395508,44.430606842041016,2181675
2005-01-13,37.062355041503906,43.35702133178711,44.84888458251953,43.0502815246582,43.87289810180664,1252594
2005-01-14,35.54075622558594,41.57700729370117,44.012325286865234,40.89846420288086,43.31519317626953,2366514
2005-01-17,34.85743713378906,40.77762985229492,42.19977951049805,40.201332092285156,41.82797622680664,1261911
2005-01-18,36.97494888305664,43.2547721862793,43.87289810180664,41.08436584472656,41.08436584472656,1789371
2005-01-19,36.65711975097656,42.88296890258789,44.87677001953125,42.757484436035156,43.779945373535156,1417767
2005-01-20,36.59754180908203,42.813255310058594,43.59404373168945,42.0278205871582,43.59404373168945,716280
2005-01-24,37.22126388549805,43.54292297363281,45.07196807861328,43.22224044799805,43.45461654663086,638422
2005-01-25,37.50332260131836,43.87289810180664,44.15175247192383,42.38568115234375,42.87367248535156,1060095
2005-01-27,36.76438903808594,43.008453369140625,44.38412857055664,42.38568115234375,43.31519317626953,2066818
2005-01-28,38.90970993041992,45.518131256103516,46.28962707519531,43.22224044799805,43.22224044799805,2554806
2005-01-31,39.477821350097656,46.18273162841797,47.73036575317383,45.36011505126953,45.82487106323242,3286471
2005-02-01,39.450008392333984,46.15019989013672,46.75437927246094,45.68544387817383,46.18273162841797,1711061
2005-02-02,38.86601257324219,45.467010498046875,46.75437927246094,44.89535903930664,46.522003173828125,832567
2005-02-03,38.60380554199219,45.16027069091797,45.91781997680664,44.80241012573242,45.471656799316406,655678
2005-02-04,39.144107818603516,45.79233932495117,46.10372543334961,45.183509826660156,45.546016693115234,723122
2005-02-07,39.279170989990234,45.950355529785156,46.42905044555664,45.276458740234375,45.276458740234375,570418
2005-02-08,39.231510162353516,45.89458465576172,46.475528717041016,45.26716232299805,46.475528717041016,713526
2005-02-09,39.187801361083984,45.84346008300781,46.38257598876953,45.081260681152344,45.546016693115234,566039
2005-02-10,39.279170989990234,45.950355529785156,46.17343521118164,45.55066680908203,46.15019989013672,720368
2005-02-11,39.68043899536133,46.41975784301758,46.489471435546875,45.546016693115234,46.38257598876953,718603
2005-02-14,39.72412872314453,46.47087860107422,47.40503692626953,43.245479583740234,43.245479583740234,1043818
2005-02-15,39.21562194824219,45.87599182128906,47.40503692626953,42.85973358154297,42.85973358154297,462060
2005-02-16,38.901756286621094,45.50883865356445,46.28962707519531,45.36011505126953,46.010772705078125,1008799
2005-02-17,38.770660400390625,45.35546875,45.87134552001953,45.10449981689453,45.546016693115234,724725
2005-02-18,37.781429290771484,44.19822692871094,45.546016693115234,43.87754440307617,45.546016693115234,793815
2005-02-21,37.4437370300293,43.803184509277344,45.07196807861328,43.231536865234375,45.07196807861328,745908
2005-02-22,37.447715759277344,43.807830810546875,43.965850830078125,43.036338806152344,43.547569274902344,715441
2005-02-23,37.66223907470703,44.058799743652344,44.41666030883789,43.59404373168945,43.965850830078125,706522
2005-02-24,38.504478454589844,45.04408264160156,46.16414260864258,44.15175247192383,44.15175247192383,14683792
2005-02-25,38.07541275024414,44.542144775390625,45.992183685302734,44.267940521240234,45.532073974609375,1553107
2005-02-28,37.852935791015625,44.281883239746094,45.10449981689453,43.37096405029297,45.048728942871094,774041
2005-03-01,38.53627395629883,45.081260681152344,45.26716232299805,44.36553955078125,44.78846740722656,884938
2005-03-02,38.32172775268555,44.83029556274414,45.453067779541016,43.69164276123047,45.17421340942383,1722368
2005-03-03,38.4925651550293,45.0301399230957,45.44377136230469,44.61650848388672,45.44377136230469,1272056
