Date,rolling_vol_20,volume_lag_10,return_lag_1,dist_sma_10,rsi,price_diff,volume_ratio_20,volume_lag_20,vma_10,High,high_low_range,dist_sma_5,price_diff_pct,return_lag_3,macd_signal,momentum_10,rolling_var_5,rolling_vol_10,month_sin,macd,rolling_var_10,rolling_vol_5,roc_20,atr,vma_5,bb_width,day_of_week_sin,volume_ratio_5,dist_sma_50,Volume,roc_5,return_lag_10,obv,return_lag_20,bb_pct,volume_momentum,momentum_5,dist_sma_20,volume_lag_3,day_of_month,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.13386013041430966,0.5056073965042711,0.34543949418033176,-0.2388578218856662,-0.46856066285184633,0.02913655719060166,1.2900581547102545,-0.22443064389763712,2.6500733886284844,-1.1532712004975108,-0.2537541798987836,-0.015998635777962827,0.33002675618135663,-1.0350993991898005,-0.1648537942304686,-0.22884755734000822,-0.4506670651718626,-0.28403491146542287,-1.2439814894983876,-0.19993300910793696,-0.5181490478722153,-0.29643690488935887,-0.3337291187569763,-1.2518373625249402,3.2344938125503986,-0.7882132304762731,0.8324777605674285,0.5167468696750492,0.2243947673264926,3.505781683576551,-0.19298465541170517,0.5351645323198075,-1.739647935599744,-0.16934197379749313,-0.48304675678017833,1.2810067319154215,-0.09259363262239659,-0.34894545810788485,4.178182081558469,0.24742021660706257,113.36681365966795,-0.0276954229343238,-0.0006666051820738,0,0
2005-10-19,-0.030546647195921577,1.3649203902100806,0.33219034836611144,-0.9848440748389952,-1.0301960027953199,-0.29958568179398815,0.9383475719012522,1.3407880656824034,2.872065976044423,-1.1542426758507445,2.054174667555977,-0.9637691220700475,-1.5438352381078644,-0.6977070391360992,-0.18149086291950528,-0.29557301311597656,-0.4507821790254357,-0.07648621872944572,-1.2439814894983876,-0.22787199571540073,-0.5186721575299503,-0.12307996880216938,-0.8508082176934191,-1.2119698578412594,3.0649329448443563,-0.6977665480210502,1.2086458896046435,0.35933728339239235,-0.240357411730075,3.0976972321335277,-1.2068718985098217,-0.336163922389516,-1.8244223597621836,0.5793678291922036,-1.5009470748534253,0.9957980958058535,-0.26673499032369163,-0.9628810011336972,0.8544560534824467,0.361508427598097,114.56071472167967,0.0104762420744395,0.0146329639442866,1,2
2005-10-20,-0.02041761495241409,1.468904495870746,-1.5493258854714616,-0.5075446748060187,-0.8537614667079766,0.06230642053596314,-0.15807462698674657,1.3050003897464368,2.85861074788742,-1.1593023918454106,0.19485450387889275,-0.2854968063859351,0.5320760726134508,0.34872337829480105,-0.19782895931250413,-0.2219220029576302,-0.45131292412131857,-0.01925298467073504,-1.2439814894983876,-0.24189201282081774,-0.5195085488272523,-0.031610496031241705,-0.5608487932900776,-1.2022990074001894,2.2484902434930247,-0.6571959897176237,0.1546462138481672,-0.38183356841291705,-0.10776150618953358,1.384549488996404,-0.5006305940506955,-0.7698560994342752,-1.7708805720544638,-0.6751705164348367,-1.0008938225463977,0.2515748424514767,-0.14436137100809016,-0.68326692999559,0.4701444361266681,0.47559663858913137,115.52322387695312,0.008366640242858,-0.0106900043402502,1,1
2005-10-21,-0.2688348461462554,2.2266896725485137,0.5312394409310442,-0.23500081060597483,-0.8183186819761303,0.0431771414828838,-0.2776863599218941,1.4273815583214835,2.720305312022594,-1.158938082411537,-0.4842276617251895,0.0865446455373479,0.4152680486922976,0.3354063698479275,-0.21188204692536036,-0.09985396901764758,-0.45120974156485727,-0.33107260977125386,-1.2439814894983876,-0.24644095862717372,-0.5195085488272523,-0.056138642962592,0.052518491464236615,-1.2021260686167057,2.3269758361721657,-0.745242565303795,-1.5358380131821974,-0.5761948999538437,-0.009691535233390846,1.185984336051315,0.014398605182732447,-1.756350117021275,-1.72095885346183,-2.0650026163921176,-0.7479079081564294,0.3383477386249138,-0.05784393045400647,-0.505597918265139,3.4775282365019686,0.5896848495801658,113.84400939941406,-0.0146424095144901,-0.0473855476984671,0,0
2005-10-24,-0.2324501960536043,1.299098444005602,0.41625455823609125,-0.6562222869810571,-1.2377570660822756,-0.17521540847931344,-1.094895657866362,0.20553832304501124,2.53730539729214,-1.157480894087331,0.1645869222913421,-0.4843761797009918,-0.8428631152138778,-1.5557470622512122,-0.2264237222568205,-0.18713263746332626,-0.4508199104151777,-0.3477572152158232,-1.2439814894983876,-0.26171446310297153,-0.519084542236199,0.027786781195633447,-0.25750225258914555,-1.2064893222431812,2.1874825159787865,-0.73810134687466,-0.6905958996670153,-1.5196528480330544,-0.26133484448847893,-0.09627569383358765,-0.5333410126346505,0.7332138809032257,-1.7475035098517162,0.3948718257423752,-1.3595968674996473,0.22966504053689843,-0.14952249826939176,-0.8571252843479455,3.0723840744649316,0.9319494825532689,116.47277069091795,0.0228283449494425,-0.0044428433725741,1,2
2005-10-25,-0.4202444857623222,0.9170668578984993,-0.8378649858712517,0.14647119146613408,-0.7077273542900524,0.1809269985805019,-0.45509048077448694,-0.4935805061938932,2.5402137686118116,-1.1560641736088244,0.10618587142577196,0.6812991459191848,1.2209759108318925,0.5354749994938243,-0.23672377811219558,-0.12559590729119305,-0.4509934953134958,-0.11522780865984135,-1.2439814894983876,-0.2555420900883021,-0.5192653897415122,0.37238497976870727,-0.45140319424632475,-1.1899942099755594,1.565958355834803,-0.7470006953009,0.8324777605674285,-0.33469614446428986,0.06731959782188324,0.9534102963729498,-0.13071310977124803,0.1032346161225861,-1.7018218811516086,2.0196814580551448,-0.3596733461480788,-0.40983740666785273,-0.0820403247007212,-0.28484161789166285,1.3715797326561954,1.0460376935443032,115.03790283203124,-0.0123958538079632,-0.0076684315036641,0,0
2005-10-26,-0.39163704778956626,3.7510382377386717,1.2044968674537802,-0.1816203444344704,-0.6894898255166039,-0.1550151572269474,-0.8070258944789036,1.3914582535819084,2.095893841342515,-1.1572785054475443,-0.5578886462111812,-0.09853393852796295,-0.7212931138229977,0.4199011598227446,-0.2460626106476288,-0.20454364075932532,-0.45252611165586276,-0.15604730641515058,-1.2439814894983876,-0.2606288730967629,-0.5195085488272523,-0.06532434419091081,-0.5844447607876619,-1.189235958661498,0.8999992810697028,-0.7306061990079268,1.2086458896046435,-0.4626396987724554,-0.1603188763503141,0.36284797529168233,0.26026396316021894,0.6876954680963748,-1.7367368854598173,-0.17462815946467694,-0.8285671397568678,-0.963567276622764,-0.01776794270871568,-0.5558897046370517,1.1744452615553618,1.1601259045353376,113.34258270263672,-0.0148467262100975,0.004727422304299,0,0
2005-10-27,-0.3636808540296744,4.164293974590481,-0.7154153650397137,-0.6034939208035817,-0.4434195891940872,-0.17654687038313543,-0.04190627726911066,1.1605483826165959,1.686800981014166,-1.1605369576069804,0.003142377236518957,-0.7380510068862512,-0.8539059556047764,-0.8406420326554747,-0.25691294246563495,-0.19291333556731816,-0.4509485056353333,-0.19230118358062823,-1.2439814894983876,-0.2762730138489435,-0.5195085488272523,0.031073240724411814,-0.8450701614617268,-1.1985077508298827,0.9471646618480736,-0.6772786033319743,0.1546462138481672,0.879865200728965,-0.4207753728680077,1.5782403800108216,-0.38363468953444635,-1.0354203682510628,-1.7938098789306585,0.23378743835606583,-1.3070781583486117,-0.9371187920941254,-0.12395604709565797,-0.8592409220098691,-0.09857595619578083,1.274214115526372,110.17676544189452,-0.0283289031153587,0.0442907522796876,0,0
2005-10-28,-0.23364085483920302,0.8504725169079049,-0.8490013675928323,-1.4211725419278947,-1.0893799250374931,-0.2981135680642282,-0.6706774779204439,2.3160618016417813,1.6434186933910704,-1.1645644964798634,0.7012652355760399,-1.6764655642690869,-1.5776221060388753,1.2121808763587814,-0.27290863283760086,-0.23977204916644212,-0.4409850155876169,0.013322830555893067,-1.2439814894983876,-0.3101394050107527,-0.5168837859533593,0.23764034092187797,-1.23885421280343,-1.1883978956928998,0.7871009894238252,-0.47755338269949416,-1.5358380131821974,-0.17098643671730684,-0.864709574640156,0.5286616383596631,-1.2882456431978422,-0.6974666324414058,-1.8317478553547129,0.08821357858200225,-1.9936462929870096,-1.0104233713647826,-0.27568522508700266,-1.4407940683287888,0.9435469411614626,1.3883023265174064,113.33934020996094,0.0283002948114028,0.0809419104730998,1,2
2005-10-31,-0.05592707107593714,0.46730613277380784,-1.5838540334922988,-0.38914948580980324,-0.6385910945794471,0.2250576127381071,-1.1558107408210208,0.7403336926037445,1.5514187624283242,-1.1647668851196502,0.3696259148646538,-0.22551238714848082,1.5288871325427615,-0.7175652201729774,-0.28660503957867334,-0.17777975404439084,-0.4408995255798081,0.3075699009406271,-1.2439814894983876,-0.3143052358292883,-0.517070810129565,0.8076572344870523,-0.9587566041698394,-1.1777957739623677,0.7535933427288691,-0.5131791260224802,-0.6905958996670153,-1.0675120943032694,-0.4557454973301481,-0.23387928861085208,-0.22629711709614678,0.35070490522869247,-1.8077118693744614,0.31793005892588055,-0.950609203077637,-1.001593606330626,-0.09773400994251995,-0.7047138685974472,0.3572396808405597,1.7305669594905095,115.58302307128906,0.0196027568183526,0.0388706443455547,1,2
2005-11-02,0.003916100960374478,3.4657280499194694,1.502748178943439,0.32260042757909396,-0.5446650689161601,0.14909238149302467,-1.1446425054155114,0.5064399879590429,1.0672063057783896,-1.159100003205624,0.32920637216846554,0.8536537209022704,1.0402571167327441,-0.8518354553510512,-0.294792550656644,-0.1394593068396491,-0.4436750435651039,0.42135518629776103,-0.7220636890788037,-0.30148344587008014,-0.5177579388411958,0.7360235074430479,-0.8394310924672005,-1.1812544684401167,0.4645817850391586,-0.6840744800098705,1.2086458896046435,-0.8719062050090741,-0.17557184927009373,-0.23345399261538374,-0.3076577408500969,0.3373657390611084,-1.7836681297633483,0.5395702310766326,-0.1600425796661037,-1.246557825760828,-0.11188687184949009,-0.1710761641041399,1.5638750613724857,-1.5779911592494877,115.58302307128906,0.0,0.0281250224160904,0,1
2005-11-04,0.002690643570872872,3.061791201252576,1.028684604057347,0.2544522780363385,-0.2969171529879618,-0.036393948456730635,-1.4482657487837454,1.3669277683454555,0.46505706944150754,-1.1605167236841305,-1.13200782288214,0.8042120523592936,-0.04557132457147084,-1.590452064769554,-0.2990679700899476,-0.05538148085057684,-0.44244995982156915,0.1723432518122911,-0.7220636890788037,-0.2909533486842585,-0.5175589405151407,0.661272915671061,-0.7680311152644821,-1.2175968636578371,-0.0017686865967667532,-0.8511881141370601,-1.5358380131821974,-1.7020735754386995,-0.2006212543232898,-1.1784901708865665,0.006447869018201106,-1.5569343193795522,-1.7836681297633483,-0.3403720729713652,-0.06150235368237851,-1.5988104859780672,-0.05915089634365765,-0.12127348577084396,0.5218586398340219,-1.349814737267419,118.4754409790039,0.0247166037652909,0.0368636814152667,1,2
2005-11-08,-0.08637524397248154,1.1695081699616248,1.3074173404964444,1.18572382411223,0.25250405079430716,0.04545784553035995,-0.06412018017836382,2.229875195413527,0.3270313122940683,-1.149332725473069,-1.076450062200566,1.2158938444643927,0.4128131012036413,1.0354680958109705,-0.2878170919096745,-0.009795971549785499,-0.43948100243868715,0.30851842582592287,-0.7220636890788037,-0.23319684731926552,-0.5108728308780861,-0.47828364452937205,0.2938052242656656,-1.201567387034946,-0.1484204749576961,-0.7401782503039184,0.8324777605674285,2.243663893349396,0.24741361692042893,1.1206958534078557,2.0256537444502807,0.422001117064027,-1.699636773128983,-1.7745980591964154,1.2978343846645375,-1.6742065438642657,0.2622062467379885,0.6603424624424948,-0.23476587157504072,-0.8934618933032813,117.83165740966795,-0.0137709713161424,0.0232215872975384,0,0
