Date,volume_lag_10,momentum_10,atr_pct,atr,close_lag_20,vma_20,sma_200,day_of_month,obv,open_close_diff,vma_10,month_sin,volume_change_ratio,rsi,high_low_range,dist_sma_200,macd_signal,return_lag_1,return_lag_20,price_diff,return_lag_5,macd,rolling_var_10,open_lag_20,day_of_week,rolling_var_20,volume_lag_3,dist_sma_5,volume_lag_1,volume_change,dist_sma_100,rolling_var_5,macd_hist,rolling_vol_5,momentum_5,dist_sma_50,return_lag_3,bb_pct,High,volume_ratio_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,-0.5051629840074806,-0.7633590761843618,0.35052929921130577,-0.6065292198785078,-2.6603508727209264,-0.5329131371474165,-2.903941671672653,0.24742021660706257,-1.9149561458646618,-2.9217034737524257,-0.499667067834595,-1.2439814894983876,0.17359415032850667,-1.3519057484568684,2.9114167487048617,0.7181347360389155,0.3468805477533609,-0.9037402662432609,-0.8634913622851499,-0.6990220650531654,-0.9735295316887536,-0.023783699466571804,-0.34242675800931255,-2.0279007173650374,-0.7039887640569764,-0.5309948727655619,-0.7724199566992747,-1.7808869972182642,-0.7259533269369274,0.16212126178138853,0.46391593398394465,-0.3061817028012983,-1.0822807099898843,-0.7803806627786691,-0.9635394430320456,-0.5029613226572164,-1.1586655923926916,-1.8805431716852314,-2.0413939589609904,0.22922154446509854,43.40978240966797,-0.0106898603945234,0.0010121886687602,0,0
2005-10-19,0.10466665892357793,-0.9373894497407063,0.4656330390434042,-0.5590456134379203,-2.6603508727209264,-0.5225882616751851,-2.903941671672653,0.361508427598097,-1.9149561458646618,-0.7007080611301933,-0.5469114070121736,-1.2439814894983876,0.4646163245962307,-2.260204472312978,1.866852317012053,0.6033382603472106,0.24085618576555984,-1.320094778925436,0.5787039232214485,-0.3216943464857502,-0.22561264143574722,-0.1698625777344421,-0.2191103492465155,-2.0279007173650374,0.004566198977244899,-0.4831175683115844,-0.5679686872237824,-1.5706248035853498,-0.5887530440843326,0.3743583249026504,0.3070422228504129,-0.31547694003080406,-1.2286805473807767,-0.9346390414380269,-1.0533973735703783,-0.6773474887189938,-0.2591069934792528,-1.795701178376854,-2.0437131397828288,1.2795336556497876,43.809669494628906,0.0091697408832498,-0.0185956559640826,1,1
2005-10-20,0.031209663065481813,-0.9834553568583825,0.5202844133655076,-0.5147276773656831,-2.5359759145323553,-0.5832387951232724,-2.903941671672653,0.47559663858913137,-1.9149561458646618,0.4047645522117742,-0.5790819290418782,-1.2439814894983876,-0.17419809631783026,-2.014217579116673,1.1523694103127522,0.6894523483934981,0.13650516813662622,-0.6180046965649292,2.376970160654756,0.2669297416420922,-1.1596521669446294,-0.26092776073154705,-0.2195885135563932,-2.0279007173650374,0.7131211620114661,-0.4589955611010967,-0.7233333810156392,-0.6300618513068942,-0.2763258404754873,0.05127493451487045,0.4008370303665797,-0.3879986761437374,-1.209326058220081,-0.4281025423231526,-0.6386710197626966,-0.5432356525659362,-0.9049103979852292,-1.3704081268098294,-2.0437131397828288,0.845216112387381,43.45421600341797,-0.0081466795819673,-0.0499064659357613,0,1
2005-10-21,0.484198222658846,-1.065353037260293,0.5866492819047022,-0.49098616396232314,-2.6603508727209264,-0.5706836027545882,-2.903941671672653,0.5896848495801658,-1.9149561458646618,-0.6427104980991042,-0.6498812242356402,-1.2439814894983876,-0.04113521331947658,-1.9318637728639438,1.0197493984165302,0.5985384052988253,0.03410399156050323,0.5124315749687031,-2.74646281942446,-0.24622932109381243,-0.25865351296981953,-0.3491434020044579,-0.2599427356342005,-1.9032317261257576,1.4216761250456875,-0.4216450174621938,-0.5862002352717295,-0.5450113275050513,-0.23064237527200432,0.17267078014444434,0.2772153422115573,-0.5034402115448764,-1.186773511087914,-0.45345065516847943,-0.687057976560259,-0.6741796996259353,-1.3216300286023335,-1.375278714208042,-2.0437131397828288,0.8815880551017398,43.27650451660156,-0.0040980112802832,-0.0375043719741449,0,1
2005-10-24,-0.5613605192789342,-1.0499965629956192,0.665070279697356,-0.4545819690855615,-2.6603508727209264,-0.5588027074590785,-2.903941671672653,0.9319494825532689,-1.9149561458646618,-0.2982865130513982,-0.6256256579965687,-1.2439814894983876,-0.5798371263755604,-1.9697381358446566,0.058692392090000066,0.5480172939828938,-0.06395895943618495,-0.4732432889530163,-0.3672083600630929,-0.12547595067889614,-0.9054907494712131,-0.4244050542222813,-0.33604826064213794,-2.0279007173650374,-1.4125437270911976,-0.3836536680074566,-0.27392591370283914,-0.3708668425735864,-0.08473221116194214,-0.35577337973543893,0.20606007291922043,-0.5767451707921171,-1.1365960688245358,-0.4898330696053844,-0.5211622127400448,-0.7433763698545139,-0.6189242553505373,-1.3093729983539844,-2.0437131397828288,-0.19177266096919413,43.92074966430664,0.0147769990422842,-0.0025704079190576,1,2
2005-10-25,-0.596133038803207,-0.7172878955521715,0.7069084008079943,-0.40709836264497384,-2.5710158300724983,-0.5422827564126119,-2.903941671672653,1.0460376935443032,-1.9149561458646618,0.758809959162878,-0.5936369244341624,-1.2439814894983876,-0.19702294732112063,-1.6943272402874874,0.24880659742608496,0.6873994170916846,-0.14655372733067745,-0.24278742855492907,2.4870305975950253,0.43294035778726736,-1.3228774841702167,-0.44372823211026097,-0.41794078357725994,-2.0279007173650374,-0.7039887640569764,-0.370260113655946,-0.2282648030871508,0.400513713342766,-0.37511550855002496,0.02783315906446672,0.36928875738373584,-0.5749103574141718,-0.9576856248381393,-0.5381479176837695,-0.002754270480445348,-0.521824400192184,0.5125033409903424,-0.9238603251829355,-2.0437131397828288,-0.2386208862165717,42.610008239746094,-0.0302977050273663,-0.0137510528231444,0,0
2005-10-26,-0.5427590274742697,-0.9783382899416629,0.8790541974968737,-0.364363116848445,-2.5984373604163284,-0.52166495440378,-2.903941671672653,1.1601259045353376,-1.9149561458646618,-1.0622033333385477,-0.5753332826180599,-1.2439814894983876,-0.325295821314884,-2.260204472312978,0.8193624574497868,0.3760871418690609,-0.23024776063731583,0.8316045491975249,-0.4888671626153019,-0.8952275028213862,-0.6190467869761136,-0.5258726671654258,-0.4753864641657895,-1.921041768364302,0.004566198977244899,-0.32633417700948064,-0.08242603814874087,-1.0001091446650645,-0.3487860151214285,-0.07031261282028586,-0.027312838255531408,-0.526263837026517,-0.9704001150692512,0.14424061741779445,-0.2654168265814994,-0.9933304754200873,-0.4740359006668509,-1.3005899399562906,-2.0437131397828288,-0.32412341890025137,41.676944732666016,-0.0221410690884288,0.0165466522042218,0,0
2005-10-27,-0.7717877079894571,-0.978339168860747,1.0405702268944226,-0.3168792205909236,-2.499413525282686,-0.4493686460707685,-2.903941671672653,1.274214115526372,-1.9149561458646618,-1.5532144515656048,-0.3550873552040097,-1.2439814894983876,2.052082415107483,-2.260204472312978,1.820947941968799,0.15281736293912312,-0.32074882046998376,-1.7341106278742922,1.72536542764753,-0.6386427882379806,0.514192051054472,-0.6356544314891505,-0.4585645457114257,-1.9726900429762357,0.7131211620114661,-0.2931548335559915,-0.3726672403851829,-1.6331222645021,-0.4034875213669304,1.645676428285832,-0.30820883794574827,-0.40368154416189606,-1.0491325770496263,0.12681355222074261,-0.680144367274893,-1.3211395751525497,-0.24337794430179838,-1.468540838257539,-2.0437131397828288,2.1050607744626757,41.85467529296875,0.0042554143796491,0.0443126071537267,1,1
2005-10-28,-0.5658640883303173,-0.8913235426230313,1.053252442807525,-0.3026341386587475,-2.546640293521403,-0.41373941364347644,-2.903941671672653,1.3883023265174064,-1.9149561458646618,0.7316197009971444,-0.2999926438568257,-1.2439814894983876,-0.8831196555789207,-2.260204472312978,0.2815865412325659,0.18475993008880998,-0.4080480186144291,-1.2698235059878444,-0.823088376794447,0.11600228246594331,-0.47392648830484485,-0.705117557556995,-0.49302600704860966,-1.84980225162539,1.4216761250456875,-0.2677761730220306,-0.3463506309392225,-1.028260986384614,0.958563877381818,-1.3308294042094588,-0.26859367201642254,-0.368870622931785,-1.0120987190691357,0.25188181766469014,-0.5142521641118214,-1.2527653331654978,0.83195621077376,-1.243774617513351,-2.0437131397828288,-0.1753722464030206,43.165409088134766,0.0308359527748041,0.0820005841040094,1,2
2005-10-31,-0.7223476366835746,-0.4255307050669364,0.9887904094877427,-0.282058005806804,-2.5984373604163284,-0.41828370128832604,-2.903941671672653,1.7305669594905095,-1.9149561458646618,1.7571554350877678,-0.28856369546544164,-1.2439814894983876,-0.854951254640489,-1.4137100987641684,0.44065448947168734,0.47784812845792335,-0.47255716828140876,0.23270123939309423,-0.9159630386598512,0.8857356933543471,-0.24289928400207025,-0.6802656133953902,-0.5433371481579158,-1.9566612006261255,-1.4125437270911976,-0.2701915202660324,-0.4010253697401267,0.6246212707957451,-0.13684405717717618,-0.6086321612243888,0.09393814471862734,-0.376743942869046,-0.7485010059675851,0.9877953187054178,-0.051144787935150496,-0.7862915537062245,-1.736008944618296,-0.6858119908177056,-2.0437131397828288,-1.1799690859434577,43.320926666259766,0.0035963541381974,0.0274132548371256,1,1
