Date,dist_sma_100,roc_10,atr,dist_sma_50,volume_lag_1,volume_lag_3,return_lag_5,volume_change_ratio,sma_200,volume_ratio_10,momentum_10,dist_sma_5,week,open_close_diff,month_sin,roc_20,return_lag_20,rolling_vol_5,price_diff_pct,rolling_var_20,bb_pct,high_low_range,day_of_week_sin,vma_10,macd_hist,macd,day_of_month,bb_width,atr_pct,return_lag_10,volume_lag_10,rsi,return_lag_3,obv,rolling_var_5,rolling_vol_20,volume_ratio_20,momentum_20,rolling_vol_10,volume_change,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2018-08-31,-0.18833685842159734,0.3541528701642053,0.044073030966424634,0.04792220926193266,0.19515804752315138,0.7920549035487889,-0.8918585478793688,-0.12134859864315362,1.4802251731278515,0.7947348412978912,0.6488788061443526,-0.11091133893787962,0.5480065464738437,-0.0583109738557682,-1.2259409419870166,-0.5429834340401571,-0.10219517828350684,-0.939782501340556,-0.10747323190229266,-0.21911910580743107,0.021077175768828095,-0.18800662844925198,-1.5387256404819432,-0.19704966632522256,0.1278765069922513,-0.030789411334284266,1.7351169646464328,-0.852067578191139,-1.1633546961088737,-0.35136801727098366,-0.24598675436639206,0.2032437372999785,0.8904752829427943,0.9346649264310698,-0.43677365170540416,-0.692448662645486,0.6286482739703046,-0.8051672055378082,-1.0893662883870938,0.1695841151582884,367.3706970214844,0.0033872712730833,-0.0149884533073524,1,1
2018-09-03,-0.16349480803925973,0.25815500496895827,0.19988984423493578,0.07430401618190519,0.3332311034051126,0.07436698003261182,0.18727848593093527,-0.5730630413990759,1.4791014660705497,-0.031596779414953244,0.5013360497727096,-0.09653621090008815,0.6135702767359674,0.0907307765196129,-1.4173383613368635,-0.515129707417286,-0.006593016001153329,-0.9430555153803689,0.10273192656402223,-0.3164948788435313,0.2476952451039861,0.02328186259623507,-0.6933715277733291,-0.1583992061031635,0.1571277184020694,-0.007584538033624915,-1.4580764735979301,-0.9799531877169064,-1.0527175010931353,0.40700349582026285,-0.3995355891223135,0.20324740049640688,-0.1427330170757783,0.9506568027274772,-0.5861451577419722,-0.6884454290316162,-0.030583000440360074,-0.7572534137036415,-1.113073977480832,-0.5232716299452944,357.1460266113281,-0.0282266756281555,-0.0330543562753887,0,0
2018-09-04,-0.3829083596337921,-0.28169824475192395,0.37703862350682926,-0.24340309689183973,-0.1157149214820643,0.20026823428560003,0.8949969703456154,-0.14769462545997766,1.477650082617734,-0.001956089462912337,-0.37506388963763565,-0.9206067152477823,0.6135702767359674,-1.1972645844675565,-1.4173383613368635,-0.781956721150678,0.019951252756590793,-0.8200393151197911,-1.221521309712041,-0.42086261810553366,-0.8269976738739312,0.0762279574009084,0.8299039480341394,-0.07307491195303763,-0.21062333155613852,-0.13435852738150242,-1.3440338508034886,-1.1389350774311287,-0.8643351766236747,0.44188986602898367,-0.6739811247561884,-0.31385903710722096,-0.2642398136370236,0.9334045892763861,-0.18849903935486467,-0.5798186337601429,0.05212153781057068,-1.2197011372501665,-0.8056234913835126,0.10312685840096578,362.3538513183594,0.014476487950088,-0.0246492527091761,1,2
2018-09-05,-0.27109323193033924,-0.07423499661547267,0.45680182372466377,-0.09620385131632937,-0.03394749350002018,0.33865351846567526,-0.1419875553428584,-0.4937066444688815,1.4769079927846482,-0.4431996422301956,-0.03572176976921618,-0.22721956870844492,0.6135702767359674,0.615464616863835,-1.4173383613368635,-0.6002389883400512,-0.25674762547298463,-0.5250440189530992,0.5772472121037849,-0.5250981934562555,-0.028381966469955836,-0.2743900116444251,1.206121921401604,-0.03834330414633789,-0.24510769022193635,-0.16154979549587678,-1.229991228009047,-1.3402377626663966,-0.8328324799134322,-0.059774287809458766,-0.5519862824575675,0.19266327051616491,-0.0939278956255711,0.9466719595552767,-0.25344003185491454,-0.5321583538337696,-0.3115338684147169,-0.9009907976098093,-0.7241703093556168,-0.29852023250568027,367.705078125,0.0146599744997409,-0.0083416031227574,1,2
2018-09-06,-0.15645065703555458,-0.10871704441010276,0.5690268836271879,0.05276064184812023,-0.29247385360278033,-0.11130772008792056,-0.2639384415269162,-0.4595004811241012,1.476252536358061,-0.7036535187780651,-0.09178654705911918,0.3254089431436853,0.6135702767359674,0.4199479781001875,-1.4173383613368635,0.16196080472604674,-2.784799398236758,-0.36640290891556326,0.5851430674501569,-0.5279811061273795,0.7841599796544378,-0.18865695493999013,0.15198258493528533,-0.04810092468556362,-0.06317943700788375,-0.10840674119619935,-1.1159486052146055,-1.3478288303077093,-0.7787965290857221,0.702774081991055,-0.3880140861586039,0.6058356984693816,0.11575669182780875,0.9572812021289959,-0.2204131146874296,-1.3053814217808282,-0.4015010317043044,0.3759488100900076,-0.7527537950265789,-0.19692765139615076,360.681640625,-0.0192855114021093,-0.0122892881215889,0,0
2018-09-07,-0.30590035996371273,-0.09400824001277017,0.5903588496305725,-0.1715344661799456,-0.4649263318082859,-0.02935538923169203,-0.09300405829071341,-0.2116960151488409,1.4753647467710567,-0.6721839451227946,-0.0681758610808157,-0.311941969031888,0.6135702767359674,-0.604467707218144,-1.4173383613368635,-0.08777187384961664,0.23872326780063757,-0.17688238007886137,-0.8512275234949475,-0.5338055547585457,-0.4449868393164063,-0.5335099676086517,-1.5387256404819432,-0.05956318457597946,-0.20603594323234814,-0.1658441472175381,-1.001905982420164,-1.3615184369626503,-0.7217070068212159,-0.8899188115485821,-0.35961236878936437,0.03154620103476665,-1.2228904446758604,0.9464437524208661,-0.2095800241861524,-1.213400843099408,-0.3401420724704459,-0.026088764039765344,-0.7684629820869587,0.024092012267015565,355.4259948730469,-0.0146786316949528,0.0088361847993903,0,0
2018-09-10,-0.4161457360309766,-0.3608064655427191,0.7192790331000023,-0.33816373289858126,-0.45012084078664844,-0.28846636191448743,0.11744689575274304,0.5268668336505745,1.4741205115569607,0.017316998967811543,-0.5048991027214876,-0.6241272079443982,0.6791340069980911,-0.39447785777655414,-1.4173383613368635,-0.31486979193601694,0.3607458133375066,-0.16026916618463583,-0.6591395907890807,-0.5177835509685352,-1.2444997141585772,-0.19800221355853626,-0.6933715277733291,-0.005021784411650037,-0.480144079786487,-0.2845622327013407,-0.6597781140368394,-1.3246664577426561,-0.5902689899444645,0.18728464313608192,-0.3712916417153605,-0.42344763341259933,0.5853136312733984,0.9282070293136917,-0.15256550780042596,-1.185029333759301,0.45349380420643737,-0.3968801220846342,-0.7112156700477981,0.5732128669164477,348.45025634765625,-0.0198215720619429,0.0202267140377538,0,0
2018-09-11,-0.5615390358948902,-0.9057451168738213,0.872313514470665,-0.5463953328488352,0.029924956901252107,-0.4613088115263019,-1.226092800827838,-0.47720642942319663,1.4719059380709536,-0.2362010363420372,-1.4255669579594417,-1.196804373235313,0.6791340069980911,-1.0499818703540893,-1.4173383613368635,-0.5323998416134289,0.12309975332610383,-0.3360822133465666,-0.8735216259546867,-0.4563171246634691,-1.9304740798558748,0.17076731083933705,0.8299039480341394,-0.1408952424144679,-0.8838048996654957,-0.47397469802078934,-0.5457354912423978,-1.1994897084092573,-0.42393281318322856,0.8937350497761887,0.8287105966328651,-0.6901261672331916,0.5930831054566479,0.9139131406653741,0.48045691942336893,-1.1146213351756205,-0.027097029447891913,-0.755173792014802,-0.8589214360174922,-0.2953034360457481,359.34381103515625,0.0307841375365069,0.0210305503283601,1,2
2018-09-12,-0.3276139337121197,-0.46765502546662663,0.8667488506749683,-0.22400277406437746,-0.2258759860937254,-0.4464698404514064,0.58871999733929,0.33753805263563924,1.4705611763632294,0.5157274071467443,-0.6908047474464784,0.0545137185916678,0.6791340069980911,1.1616462245564056,-1.4173383613368635,-0.1889921532268167,-0.26366627977247825,0.11143452196048002,1.284691834043852,-0.45514294821924467,-0.41810366513290126,-0.17663259287485295,1.206121921401604,-0.1166432612739041,-0.6943457667382343,-0.46692304183743144,-0.4316928684479563,-1.1972041168014274,-0.5025429740308376,-0.1413914249237065,0.08903776054899633,-0.4626937989861453,-0.8442896984420271,0.9355432692473128,0.4107099903811411,-0.911028533424214,0.6641218755406211,-0.19065429760498287,-0.4401665902110117,0.5683861104582585,363.2138977050781,0.0107122895009094,-0.0387687108676692,1,2
2018-09-14,-0.24384950247552045,-0.24914908509311673,0.8120277697175838,-0.11764434557843478,0.25008036273096457,0.03466149765183073,0.5965178678177027,-0.46867895836467044,1.46951947908592,0.07844887136982846,-0.3249022550382449,0.5759373465726119,0.6791340069980911,0.4247015653769454,-1.4173383613368635,0.018183901989571736,-0.4748379786294001,0.055932714070814474,0.4155842665303101,-0.4630868250112434,0.07286807161948065,-0.5618756411715728,-1.5387256404819432,-0.14858211667636564,-0.39750100383461706,-0.4041678569990974,-0.20360762285907325,-1.212726968092209,-0.5691983780110936,-0.26312380161314874,0.21879574413547218,0.010606821863461437,-0.6492179996292398,0.9526620384570985,0.05607577662346461,-0.9140442927941421,0.14936044557346767,0.14472627884885558,-0.39769577482114743,-0.33883795026691094,363.8828125,0.0018399615188699,-0.094429204975275,1,1
2018-09-17,-0.22757984191625147,-0.20305471890868532,0.8296501485538045,-0.11055326653190524,-0.042605012125103106,-0.2217178948645043,-0.8461083240756317,-0.8196942922399881,1.4687454754222513,-0.8033398626000033,-0.2481802478990399,0.5779346677523811,0.7446977372602149,0.44752482740321214,-1.4173383613368635,0.11176260538288449,-0.3477662515026082,-0.1234413114678125,0.03693881408960525,-0.48497912883086497,0.1094576723879606,-0.8346078806011085,-0.6933715277733291,-0.2770703615549272,-0.16472936221884799,-0.34321638488107575,0.13852024552425135,-1.2561345005481472,-0.560145983015549,-0.09249569565677637,0.3614201805621792,-0.03775429259058617,-0.8669884164958112,0.960830521757488,0.2072939186234555,-0.9291517454303329,-0.7365375766066903,0.2926268977290343,-0.39582750811713097,-0.6787465557525892,362.6882934570313,-0.0032881024565894,-0.1193763735768023,0,1
