Date,dist_sma_100,high_low_range,roc_10,momentum_10,macd_signal,vma_5,dist_sma_5,return_lag_10,volume_lag_5,roc_20,volume_ratio_20,volume_lag_20,open_close_diff,dist_sma_200,price_diff,High,volume_lag_3,rolling_var_10,volume_change_ratio,week,momentum_5,month_cos,month_sin,rolling_vol_10,price_diff_pct,return_lag_1,rolling_vol_5,volume_ratio_5,volume_change,rolling_var_20,volume_lag_10,bb_pct,macd_hist,atr_pct,return_lag_3,Volume,volume_lag_1,atr,return_lag_5,roc_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-11-02,0.33017838197282284,0.23831092110259505,-1.8997511402289107,-0.7223463988098818,0.004641339942831914,1.5016204686290517,-0.17087065890257433,1.475922589304178,0.9999127444659013,-1.2291739173485154,-0.8448567605177524,-0.11800211369356631,-0.41944515829591555,0.9943325817291252,-0.07730460838343445,-1.516481597670456,3.4163134777200375,-0.5635261515916268,-0.5219089500444929,1.1601818216721904,-0.2469021479019377,1.2047838681054384,-0.7220636890788037,1.029097936689791,-0.20201088665663186,2.058587775001304,1.8950958017323754,-1.3897411734257952,-0.3083746975258902,-0.5984589940626165,2.7998965571285206,-0.8953054614168939,-0.5126110177566376,2.2815012004397506,-2.294728077649433,-0.2649472446216146,0.005079019116217711,-0.7060241999355922,0.4450808937282686,-0.6561305619764255,124.51541137695312,0.0,0.0471588522981426,0,1
2005-11-04,0.3073900744455072,-1.2134866150719348,-1.2675106653502661,-0.47121709502282166,-0.03372270781130222,1.0529141723685833,0.2639601847639048,-2.1166940945760655,0.44991697627781974,-0.9051915003371732,-1.3086431476683333,0.9504497637224227,0.09449936861915023,0.9804823392582788,-0.01875083895300651,-1.516481597670456,2.3455833670759736,-0.5983359973676048,-1.2735583984313819,1.1601818216721904,-0.40579459315352573,1.2047838681054384,-0.7220636890788037,0.8102523784622038,-0.032671498355258705,-0.19522251115399117,1.6592534419052918,-1.6603192003675282,-1.1900180716282818,-0.5981766848428305,2.3002810574129455,-0.8184584224256679,-0.46232970753787916,1.9926555146185114,-1.9838301893388033,-1.0421594821263445,-0.2668489429118636,-0.8109002419420113,0.9655260605377423,-1.086159115462488,130.23348999023438,0.0448994218820823,0.0564084749276492,1,2
2005-11-08,0.8983266369332124,-0.5084099649520111,0.4860168735255901,0.15212042914754892,-0.05377400967160088,-0.6618310623766943,1.9260706876936473,-0.8626264163057205,2.3767428057886892,-0.011653038422225145,-1.1377800509159508,0.5357341958830818,0.42525324051702407,1.4488918222748752,0.24892704336466787,-1.516481597670456,-0.2636643372359771,-0.5668612202330331,-0.7321836569549709,1.2260481848559661,0.7922167199904476,1.2047838681054384,-0.7220636890788037,1.3483850409719051,0.7096351046052771,2.5825795355935806,0.6341772334776259,-0.4687366955031569,-0.40424666979679086,-0.5980629990205192,-0.3432909632690448,0.6696648248208651,-0.023711741103644893,1.5935822866593206,-0.1955930972913758,-0.6579289831311109,-0.30642199485820776,-0.8654973475246234,-1.984399752820566,2.40399588510735,130.06021118164062,-0.0140231387365194,0.0114943119966013,0,0
2005-11-09,0.7070254889117027,1.4141561045616995,0.4647985356044804,0.14225647138229908,-0.048876345457297334,-0.8051294466686244,0.7115434493754939,-0.7789482809622712,0.014886470580262948,0.17552444511542062,-0.9959620032173938,1.24839617461429,-2.0999611953580386,1.308912839481993,-0.3143127548039841,-1.516481597670456,-1.052240509333692,-0.5553065734867197,0.011501305159411402,1.2260481848559661,0.33823489413120816,1.2047838681054384,-0.7220636890788037,1.3580461474401635,-0.8419674375271023,0.7115760185128229,0.779840989527346,0.21253844072485853,0.1241447195958789,-0.5974668155576364,0.375281805085772,0.26916941395488986,0.049037721119760416,0.8517009057723228,-0.0258376344749726,-0.5492562630166419,-0.6629019111835907,-1.169329226972986,2.065330157391679,1.012836644363072,130.528076171875,0.0035908405378618,0.0283706741572786,1,1
2005-11-10,0.7171152925124182,1.3867015526999442,0.3771930334684733,0.11355590053975449,-0.03923980154403384,-0.9400090769253896,0.4008430238176555,0.44392021958518335,-0.2619693743401672,0.36805837409340236,-1.2355656992061101,-0.5696727701556673,-0.2664983481433542,1.3256133053052457,0.056538015942919996,-1.516481597670456,-0.30350464294295265,-0.5429797638093443,-0.6756589168579424,1.2260481848559661,0.3987671738758017,1.2047838681054384,-0.7220636890788037,1.3503657559173718,0.17639274057013773,-0.8403392446382725,0.7076794102622234,-0.2841140736033382,-0.27117274239804423,-0.5979051027284806,1.0422021348089285,0.31766504286088404,0.10505281197291487,0.8733601368737682,2.5861835454876982,-0.7865205979333502,-0.5533798923367581,-1.156374013490386,-0.19419211392386299,1.1903750047056183,131.7410125732422,0.0092496226295064,0.0416020240109654,1,1
2005-11-11,0.7906520479904576,1.3496501836335573,0.22624518818409722,0.06333217227381226,-0.024065296081056328,-0.7924913948592954,0.3009991695816245,0.9642340797639574,-1.0594504056868388,0.31530338328375407,-1.1835022856975108,-0.7965306788865896,0.6355063394011959,1.3917555141929427,0.1764349403351056,-1.516481597670456,-0.6623920207488576,-0.5282838707914332,-0.08863765368000515,1.2260481848559661,0.4870427905076556,1.2047838681054384,-0.7220636890788037,1.3033248209352295,0.5073832024936327,0.18288886730939904,0.6361100528859933,-0.45543560505994946,0.05787824383327062,-0.5957368044751928,0.4738731827596601,0.5103562435600361,0.1705133087685161,0.8293214897331312,0.7125029178609882,-0.7358367897100639,-0.7924984948071596,-1.1610009426871417,-0.02424958917149627,1.4446678533184798,132.22613525390625,0.0036756333569223,0.047141350678561,1,1
2005-11-14,0.7999513579947093,0.24730775100785596,1.0726738087784813,0.3449517601147274,-0.0050883669213249395,-0.8329214541563816,0.3352350028439735,-2.296109433958008,-0.3022595697690352,0.35561274205590643,-0.8983739381200513,-0.4317819192362376,-0.5319328867102754,1.4076461858692562,0.05931512424920442,-1.516481597670456,-0.5521303528234439,-0.517942323580258,0.461428814069061,1.2919145480397416,0.10619643183756211,1.2047838681054384,-0.7220636890788037,0.7544162641248153,0.181338586998122,0.5116178175005941,-0.6699655713545313,0.6104838655765796,0.314536662845973,-0.5931997149512954,3.5838416761922813,0.5501676126561694,0.21545918677478865,0.9095331717035336,-0.8416328909381927,-0.46055461142141235,-0.7414185826303692,-1.1252196079233183,2.5906499060488692,0.32923319388668626,133.42172241210938,0.00900135420883,0.0298223751080186,1,1
2005-11-16,0.8762584534249885,-0.6795792904539,1.9556167066400776,0.6202962943528779,0.01822652972771163,-0.8413348509829925,0.6964652829110691,-1.9849474768617146,-0.6651996208596115,0.442731677981808,-1.1348134072855809,-0.659492971731416,0.45971051563881354,1.4717159386470824,0.1736430993587613,-1.516481597670456,-0.7928638255806706,-0.5640027655898254,-0.6162763384430621,1.2919145480397416,0.0721481696955254,1.2047838681054384,-0.7220636890788037,0.1170328103917287,0.4928223001268709,0.1878146364841243,-0.7592980385849775,-0.18281819370476768,-0.26276701192878527,-0.5887551409439096,2.4649265104516185,0.707580577569701,0.26673536563300937,0.7781713811096487,0.1830592988395858,-0.69046320336321,-0.46398501984691004,-1.1640854837065138,0.7149045771173168,0.23160322032446257,133.80294799804688,0.0028532234241578,0.0276656813127216,1,1
2005-11-17,0.883847662467076,-0.5499059768563581,1.2687618651850543,0.41222001881168535,0.04379572275297616,-0.9540558761693089,0.5437629526163621,2.063760699604758,-0.5536928422293953,-0.15556645318766638,-1.3086431476683333,2.162437545108757,0.2608441029252123,1.482451028049776,0.04259599917626842,-1.516481597670456,-0.7414389488901378,-0.5729211602751766,-0.9115090705643739,1.2919145480397416,0.2335653613261061,1.2047838681054384,-0.7220636890788037,-0.20168994978513322,0.1333862541280751,0.49719545311673075,-1.4729415407307092,-1.0630176792506447,-0.3367842603364597,-0.5892470941638417,0.024341666858964783,0.7844341470388984,0.29338187796208554,0.5969870284195787,0.5122586082424458,-0.9851433052871689,-0.695690392760878,-1.2310209887020098,-0.8409438107548486,0.681030869366446,136.07284545898438,0.0168221903915486,0.0496406981493637,1,2
2005-11-18,1.0517610276927798,-0.962118991444616,1.6765749927665596,0.548546644322743,0.07509706560324979,-0.8006055816674045,1.004312791306718,-0.1951915015566967,-0.7971447558516472,-0.2768962848626988,-0.3866743362959459,2.948578871998945,0.5051292197292159,1.618160589461799,0.34652116073122896,-1.516481597670456,-0.4621317584905985,-0.586090757989882,3.2951511420777058,1.2919145480397416,0.3647144696904327,1.2047838681054384,-0.7220636890788037,-0.21957406627046852,0.9532542639901647,0.1400393467758199,-1.2212246430294107,1.4159603294348206,0.9050219118227589,-0.5947725119230527,-0.2617427019911891,1.2771232507477905,0.36113774298272483,0.4767728412466016,0.1879921160120749,-0.19313533644003975,-0.9926734777771267,-1.2575484650723217,0.18487753800023965,1.0387325033036867,138.1001739501953,0.014788949297102,0.0341731776715217,1,2
2005-11-21,1.1971914584025654,0.08554137842031527,1.9874183770092448,0.6534833903043578,0.11330150809255365,-0.34657977572787074,1.2944347280009776,-0.025291852753153963,-0.7451391726865504,0.4242355581833225,1.2442115403246712,2.4256707112214633,0.8942655973390115,1.7366391565918493,0.3074869514076184,-1.516481597670456,-0.6954019369786657,-0.6080917190985471,1.3287175717723605,1.357780911223517,0.4239846538732371,1.2047838681054384,-0.7220636890788037,-0.2517323834084566,0.8332057238116114,0.9515220602074117,-1.135453642020485,2.888003226654196,1.3861029006322696,-0.5780189120055899,-1.0858064221859096,1.4588693541574018,0.44273461355395305,0.27532157769614546,0.49781560773286865,1.019860209482061,-0.1944758105102363,-1.3204740902761731,0.514439608395371,1.1898960720022431,136.22882080078125,-0.0136433422136199,0.0336798642849155,0,0
