Date,roc_5,dist_sma_20,macd_hist,obv,volume_lag_3,vma_5,macd,bb_width,month_sin,open_close_diff,price_diff_pct,rolling_var_10,volume_ratio_20,momentum_5,volume_lag_1,rolling_vol_5,return_lag_1,dist_sma_10,dist_sma_5,volume_lag_10,dist_sma_50,Volume,return_lag_3,dist_sma_100,rolling_vol_20,rolling_vol_10,momentum_20,day_of_week,week,return_lag_20,vma_20,volume_change_ratio,dist_sma_200,rolling_var_5,return_lag_10,volume_lag_5,roc_10,open_lag_1,price_diff,return_lag_5,target_next_close,target_next_return,target_return_5d,target_direction,target_signal
2005-10-18,0.9584203064570168,1.0389899557100766,0.06628374474183521,-2.05027918916714,-0.05239750938382926,4.121298840220934,-0.1091408685378614,0.47840756016760294,-1.2439814894983876,-2.2699188736487623,-2.1344451953351276,-0.45828727195015867,4.642077478395379,0.04029600253389984,4.385247239400885,3.090367402147571,2.903416547886633,0.7915649489338,0.7533088098520933,-0.27746230682636674,1.191606102474617,4.365240767694619,0.17963004582174064,1.651875532923573,1.82677450773424,1.884402412876501,-0.10894058833816377,-0.7039887640569764,1.0284490953046395,-0.5491392153086423,1.7625244074340372,0.08694171301023845,2.137096624680824,-0.4187346614342255,1.1385404119093083,0.0888272677823207,0.5222066101885751,-1.1566558705976806,-0.3271512408045843,-0.7246122219881687,22.787092208862305,0.0115847160080514,0.0121003611030242,1,2
2005-10-19,1.1744741065766011,1.2626736288834166,0.07880190416782526,-2.042157566899038,0.47565675781093136,4.121298840220934,-0.09813583063192612,0.6103430233380188,-1.2439814894983876,0.8532779337840309,0.6208005684751788,-0.45651107229204557,1.4539862552417617,0.0686908598480857,4.385247239400885,3.0866851331613385,-2.1656761914846916,1.136105909829953,0.8767182753600354,0.996119020309831,1.3625040348549562,4.109966700862479,-1.0479159626782124,1.778066393210064,1.8048287311260176,1.8413113091468687,-0.061130227386402454,0.004566198977244899,1.0284490953046395,-0.9091311067519886,2.0909559630447525,-0.8223530554072678,2.2326816072023057,-0.41926521779960607,1.1560456308371296,-0.30079976550744514,0.33270458022514465,-1.1566558705976806,0.04654912147282452,0.17897027673520838,21.709829330444336,-0.0484291219318225,-0.0268308455159372,0,0
2005-10-20,-0.2794655279346802,-0.12176783501587166,0.004590901984976533,-2.05027918916714,4.386801620724444,4.121298840220934,-0.12090422593998662,0.5698660654514317,-1.2439814894983876,-2.122873271856454,-2.7321262345662802,-0.4568657062708322,1.0417126042005307,-0.1187162430205413,4.094754192055245,3.8116976473350443,0.6228422774220033,-0.7199943738419695,-1.7239069440211745,0.3505089593612268,0.3823600236346422,3.617034817383745,2.89626840900417,1.0100011622524412,2.0256368224673365,2.1148940299092276,-0.13105692639413197,0.7131211620114661,1.0284490953046395,-0.7028510964303532,2.3139206549203672,-0.3496937026285197,1.6536815685412152,-0.4176067235251919,-1.7603351584798062,-0.051750234242115244,-0.06280010998192184,-1.1566558705976806,-0.4115340154661086,0.17806856232340007,22.75183868408203,0.0468808408838747,0.0014424407294566,1,2
2005-10-21,1.5042599531544212,1.0080169891807331,0.024095468992560622,-2.0487158738455133,4.386801620724444,4.121298840220934,-0.11204534077012143,0.46381117675312333,-1.2439814894983876,2.8196397703371687,2.741921079861616,-0.456850256225721,0.465367481172338,0.10844507336353883,3.6033369861585043,4.105069320380624,-2.7885784477101967,0.8266630210491465,0.2068512392023769,-0.07707075663695637,1.2189158978779688,2.689593120482445,-2.1713270254759243,1.6641212705009298,2.051820254936991,2.4165436981651127,0.016603178842861766,1.4216761250456875,1.0284490953046395,-2.1428769664994296,2.520174726040191,-0.4422101270696491,2.141831926131578,-0.42929267223764095,-0.31975989241115466,0.47730593180205116,1.011182427442177,-1.1566558705976806,0.3130962467791662,-1.0458204112362235,22.258251190185547,-0.0219331835329995,-0.0830458532848452,0,0
2005-10-24,-1.4096285046287507,0.23819146439745542,-0.0032535378794717926,-2.05027918916714,4.096359336337103,4.121298840220934,-0.12040996033546426,-0.028203630203293577,-1.2439814894983876,-1.7079075236466028,-1.3253216975649729,-0.45708255792205016,2.5593667825082655,-0.2764663720230449,2.6787451255002748,2.330035130134854,2.682310945505889,-0.06694473884520326,-0.465970517530311,0.34250504024059253,0.7450194781804035,4.365240767694619,0.6261663379349071,1.2898503523701705,2.021722628083443,2.476785780546086,0.02115589048681387,-1.4125437270911976,1.094315458488415,-1.6587064173814752,3.128541630371827,1.0207898143140814,1.8585470778558038,-0.43666454607072475,1.1299266645165886,4.39587156902126,0.12666308065480456,-1.1566558705976806,-0.2119613317143565,2.904372873192425,22.79884529113769,0.0239971096759202,-0.010499206904599,1,2
2005-10-25,0.1977696878548282,0.811259268590997,0.011827926909886054,-2.05027918916714,3.605028004410008,4.121298840220934,-0.11395379179086201,0.030364099471943025,-1.2439814894983876,0.941282121290143,1.3582036747833202,-0.45734386020192164,0.2736438777591642,-0.05561594563248067,4.385247239400885,2.2277022182787016,-1.3328699761931306,0.647854460018763,0.7291864957059089,0.09066904402721751,1.1588252922535764,2.9424672623399992,-2.796234103293378,1.604615310905649,1.47844096972659,2.5084252184966123,-0.07478994592521603,-0.7039887640569764,1.094315458488415,2.913441697703366,3.3173946196543413,-0.7758786892042553,2.0919344735171603,-0.43521898789657637,-0.7268161119047964,4.39587156902126,0.8690398462060885,-1.1566558705976806,0.14165028502328753,-2.1658846719747404,22.18382453918457,-0.0273464906109101,-0.0384525721843725,0,0
2005-10-26,-0.8526962777731841,-0.007577395495090794,-0.02597136011252334,-2.05027918916714,2.6805977139459527,4.121298840220934,-0.1274926767220872,-0.065231561195522,-1.2439814894983876,-0.6363757620398809,-1.633557007024136,-0.45837903172814426,0.08058739202781699,-0.19695948116126227,2.9308422374951335,2.3956406984134397,1.3470842712621938,-0.4579254610427002,-0.4883419986547068,-0.29945167810378936,0.5993884065943536,2.5339042369238127,2.692263441238687,1.1519903636820708,1.542816734336475,2.6538995929400078,-0.10145978742861453,0.004566198977244899,1.094315458488415,-0.8602953293474627,3.393634808183324,-0.35515106596951684,1.7507226511590925,-0.4363992712569584,0.1788143626760957,4.104878216668704,0.21288996283798906,-1.1566558705976806,-0.2534822898526726,0.623274559025172,21.741167068481445,-0.0201558356864285,-0.0111060815734625,0,0
2005-10-27,-0.09388615997430619,-0.5607358375975279,-0.08316441485178684,-2.05027918916714,4.386801620724444,4.121298840220934,-0.15183964396395416,-0.08787380721460442,-1.2439814894983876,-1.418622921842978,-1.223754583268989,-0.45807375788968047,0.216278142375098,-0.0947378719366653,2.5235346416345736,1.7532227789498314,-1.6487272085917501,-1.1852651739357465,-1.597607004295753,-0.05008658101782361,0.19418369932115132,3.0205319031688744,-1.3358404091011453,0.8219787305870597,1.5562142489920008,2.717764868007161,-0.1733382820122498,0.7131211620114661,1.094315458488415,1.1120724762511895,3.5947518610448443,-0.14258687565728742,1.4981710404872322,-0.4368471896830126,0.17791060452246155,3.6126146618116635,-0.27846763532968055,-1.1566558705976806,-0.1945471290911455,-2.7889300623261333,20.938720703125,-0.0376074531304272,0.0201591028926542,0,0
2005-10-28,-2.299152905475046,-1.520486757281157,-0.17382781279285714,-2.05027918916714,2.932650772579465,4.121298840220934,-0.1941945663788024,-0.014148196926823571,-1.2439814894983876,-1.976935323820202,-2.2132600435629204,-0.45445752987560173,-0.30102331644942515,-0.3918409685176085,3.008667001851472,0.7662440025837157,-1.2291647616638555,-2.4478956632778432,-2.7271011121638806,0.47963994181180625,-0.505932654301415,1.7785847970945359,1.3527393170501314,0.26001545185993347,1.6798540228105028,2.8725469394778713,-0.21784666409559753,1.4216761250456875,1.094315458488415,-0.7797862219946121,3.717537536320692,-0.536714317741175,1.0700462296707813,-0.4234234320631976,-1.0487523216908161,2.686430412139415,-0.6888334588330012,-1.1566558705976806,-0.3175676250623895,2.6832164638723754,22.025779724121094,0.0506134628472464,0.0534810502788499,1,2
2005-10-31,-0.41700000002509047,-0.23842793417939867,-0.1517603936242618,-2.05027918916714,2.5254143527373754,2.871560910565777,-0.19861676352338878,-0.07990184207870857,-1.2439814894983876,2.667598086327446,2.9706415403934585,-0.4581457408140444,-0.5029809767505781,-0.1372319967009461,1.7705361420023062,2.220443063604839,-2.247436865464122,-0.4005302513520218,0.1207853469111958,4.403170717390209,0.39243226557034466,1.322434310412524,-1.6527142334179303,0.9439867391168318,1.915986255647682,2.1138924941968398,-0.1324701372435746,-1.4125437270911976,1.1601818216721904,0.1111417029860949,3.867092137869063,-0.4059778361120255,1.574457103946694,-0.4243969078758805,2.910394102589985,4.39587156902126,-1.3491485745376024,-1.1566558705976806,0.328499813993518,-1.3328870895971425,21.93881225585937,-0.0039562556038532,-0.0197558612506966,0,1
